Group,Processed,Valid,Cohesion,Threshold,Fractal Dimension,Spectral Gap,Entropy (H),Gini,Complexity,Modularity,Morans I
LUJO,1,1,1.0,0.99,1.0,1.8995096033758223,3.5755686289727477,0.35909334764349055,0.9575568628972748,0.15186251938277906,0.38229276022014336
